NORAD ID,Longitude,Compliant,Note
28899,63.89,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
39237,65.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
37481,65.73,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37238,66.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41911,66.44,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38740,68.49,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41747,68.5,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43867,70.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39020,70.46,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38098,72.13,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41752,73.89,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
39234,73.93,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39498,73.97,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41793,74.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43824,74.05,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41588,74.78,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
39508,74.96,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40887,75.27,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
28117,75.7,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
44903,76.02,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38107,76.54,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39500,78.48,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41552,78.5,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
45986,80.02,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45344,80.09,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41121,80.28,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
53813,81.45,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
55131,81.9,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
39216,82.13,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40880,82.56,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
47256,82.99,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38779,83.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45026,83.07,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
52903,83.12,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40269,83.14,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
44637,83.52,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
50319,83.76,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
36358,85.05,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
36106,85.18,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
33463,86.22,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37749,86.49,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39017,87.53,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
37606,88.04,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38070,88.41,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
26388,89.41,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40345,89.95,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
49818,90.42,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
47202,90.8,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
40147,91.49,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
52904,91.52,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
35362,91.53,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
33051,92.18,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
56372,93.25,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
42815,93.49,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41028,93.56,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43488,95.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39460,95.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45985,96.51,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42695,97.25,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39157,97.89,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
49062,98.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
38352,98.29,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
32404,98.61,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
35696,100.53,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
49125,101.43,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
50002,102.91,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41021,103.45,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37948,103.74,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41882,104.63,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37933,105.5,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41194,105.71,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37256,106.0,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
55683,106.32,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41434,106.91,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37763,106.95,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
44978,107.55,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43587,108.03,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
34941,108.24,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
41380,108.33,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37384,108.59,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
43539,109.5,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37207,109.85,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
46112,109.86,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
32019,109.88,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42951,109.89,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41903,110.07,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45807,110.44,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42662,110.5,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
37677,110.54,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41586,110.65,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41241,111.24,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40547,111.31,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
29349,113.08,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42984,113.17,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
31800,115.56,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42691,115.92,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
44709,115.94,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37265,116.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45920,116.21,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
44337,117.01,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
46610,117.91,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
41944,118.02,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
43463,119.12,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
52940,119.31,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
28786,119.5,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
40141,119.93,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
36828,119.95,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42942,122.2,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
20253,123.31,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
38331,124.05,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
52255,125.09,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
55686,125.21,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
29272,128.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43432,128.06,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
36744,128.18,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45246,128.26,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43823,128.29,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41034,128.52,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
56759,129.57,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41469,129.64,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
43920,130.04,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
49505,130.16,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
44067,130.42,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41729,130.51,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
38332,131.88,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
32767,131.97,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
29045,132.08,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
48808,133.32,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
43450,134.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
45863,134.06,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43339,134.12,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
45245,135.91,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
50574,137.25,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
45465,137.34,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
43611,138.02,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
43162,139.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
39613,139.85,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
39487,140.04,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
40940,140.27,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40267,140.68,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41836,140.78,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
40982,142.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
28628,143.54,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
33274,143.96,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
44231,144.56,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
41794,144.82,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
50001,144.95,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
44048,146.06,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
47851,146.23,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
55912,146.77,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
27718,147.59,No,"There exists a space network within 0.1 degrees held by a corresponding ITU administration, but its filings are in their early stages: there is not right to be protected from harmful interference."
51281,147.67,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
55239,148.0,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41879,149.83,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
44868,150.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41591,150.49,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
27711,150.69,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
29495,152.03,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41744,152.3,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
41471,154.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
50321,154.86,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
40892,154.87,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
35756,156.0,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
40146,156.04,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
25924,159.02,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
32252,160.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
37210,160.08,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43271,162.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
54230,163.29,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
55506,165.74,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
38356,166.01,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43633,169.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
50005,171.01,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
23467,172.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
42741,172.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
43874,172.97,Yes,"There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration. The identified network was previous suspended, but has since resumed operation."
40746,174.96,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
26554,176.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
41869,177.04,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
47613,178.43,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
40882,179.59,No,There are no space networks within 0.1 degrees for which any filings have been submitted by a corresponding ITU administration.
37834,180.0,Yes,There exists a space network within 0.1 degrees that has been brought into use by a corresponding ITU administration.
