Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
SAGARMATHASAT-2,123.3,NPL ,n/a,Non-Planned,C,n/a,n/a,2019-07-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SAGARMATHASAT-2&sel_satname=SAGARMATHASAT-2&plan_id=
SAGARMATHASAT-1,123.3,NPL ,n/a,Planned,P,n/a,n/a,2019-05-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SAGARMATHASAT-1&sel_satname=SAGARMATHASAT-1&plan_id=plan
SAGARMATHASAT-3,123.3,NPL ,n/a,Planned,P,n/a,n/a,2019-09-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SAGARMATHASAT-3&sel_satname=SAGARMATHASAT-3&plan_id=plan
NPL00000,123.3,NPL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NPL00000&sel_satname=NPL00000&plan_id=plan
F-SAT-N8-123.5E,123.5,F ,n/a,Non-Planned,C,n/a,n/a,2020-03-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-123.5E&sel_satname=F-SAT-N8-123.5E&plan_id=
F-SAT-N6-123.5E,123.5,F ,n/a,Non-Planned,C,n/a,n/a,2017-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-123.5E&sel_satname=F-SAT-N6-123.5E&plan_id=
FYGEOSAT-A-123.5E,123.5,CHN ,n/a,Non-Planned,N,2021-12-15,2022-03-22,2016-06-28,"[['T', '2022-03-24', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FYGEOSAT-A-123.5E&sel_satname=FYGEOSAT-A-123.5E&plan_id=
FY-2CS,123.5,CHN ,n/a,Non-Planned,N,2004-10-20,1998-12-22,1998-02-27,"[['T', '2022-03-24', 'n/a'], ['T', '2019-01-27', '2021-06-10'], ['T', '2014-12-13', '2015-09-01']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FY-2CS&sel_satname=FY-2CS&plan_id=
FY-2C,123.5,CHN ,n/a,Non-Planned,N,2004-10-20,1998-12-22,1998-02-27,"[['T', '2022-03-24', 'n/a'], ['T', '2019-01-27', '2021-06-10'], ['T', '2014-12-13', '2015-09-01']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FY-2C&sel_satname=FY-2C&plan_id=
F-SAT-30B-123.5E,123.5,F ,n/a,Planned,P,n/a,n/a,2017-06-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-123.5E&sel_satname=F-SAT-30B-123.5E&plan_id=plan
F-SAT-P-30B-123.5E-F,123.5,F ,n/a,Planned,P,n/a,n/a,2021-02-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-123.5E-F&sel_satname=F-SAT-P-30B-123.5E-F&plan_id=plan
FYGEOSAT-123.5E,123.5,CHN ,n/a,Non-Planned,N,2015-06-12,2017-07-04,2010-07-21,"[['T', '2022-03-24', 'n/a'], ['T', '2019-01-27', '2021-06-10']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FYGEOSAT-123.5E&sel_satname=FYGEOSAT-123.5E&plan_id=
N-SAT-Y22-124E,124.0,J ,n/a,Non-Planned,C,n/a,n/a,2022-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-124E&sel_satname=N-SAT-Y22-124E&plan_id=
JCSAT-3B,124.0,J ,n/a,Non-Planned,N,1998-04-01,1994-07-03,1994-01-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-3B&sel_satname=JCSAT-3B&plan_id=
SJC-1,124.0,J ,n/a,Non-Planned,N,1998-04-01,1991-10-02,1991-04-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SJC-1&sel_satname=SJC-1&plan_id=
JMCS-6-124E,124.0,J ,n/a,Non-Planned,C,n/a,n/a,2020-01-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-124E&sel_satname=JMCS-6-124E&plan_id=
N-SAT-Y15-124E,124.0,J ,N-SAT-Y15-120E,Non-Planned,N,2019-10-10,2020-01-09,2015-11-28,"[['P', '2021-07-14', 'n/a'], ['P', '2020-06-20', '2021-03-23']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y15-124E&sel_satname=N-SAT-Y15-124E&plan_id=
N-SAT-124E,124.0,J ,n/a,Non-Planned,N,2012-07-10,2012-02-14,2007-12-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-124E&sel_satname=N-SAT-124E&plan_id=
JCSAT-FO-124E,124.0,J ,n/a,Non-Planned,N,2005-12-27,2005-12-27,2002-12-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-FO-124E&sel_satname=JCSAT-FO-124E&plan_id=
KPS-G1,124.5,KOR ,n/a,Non-Planned,C,n/a,n/a,2022-05-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KPS-G1&sel_satname=KPS-G1&plan_id=
CHINASAT-G-125E,125.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-125E&sel_satname=CHINASAT-G-125E&plan_id=
DFH-4-OA,125.0,CHN ,n/a,Non-Planned,N,2005-12-02,1997-01-12,1996-07-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-4-OA&sel_satname=DFH-4-OA&plan_id=
STW-1,125.0,CHN ,n/a,Non-Planned,N,1984-04-17,2022-12-21,2000-11-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STW-1&sel_satname=STW-1&plan_id=
DFH-3-OA,125.0,CHN ,n/a,Non-Planned,N,1991-12-15,1990-08-27,1988-06-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-3-OA&sel_satname=DFH-3-OA&plan_id=
CHINASAT-ROUTE8,125.0,CHN ,n/a,Non-Planned,N,2013-04-09,2013-07-11,2007-02-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-ROUTE8&sel_satname=CHINASAT-ROUTE8&plan_id=
CHINASAT-D-125E,125.0,CHN ,CHINASAT-D19,Non-Planned,N,2010-09-05,2017-11-07,2014-08-25,"[['P', '2020-12-31', '2022-05-06'], ['T', '2017-09-30', '2020-04-10']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-D-125E&sel_satname=CHINASAT-D-125E&plan_id=
CHINASAT-MSB5,125.0,CHN ,n/a,Non-Planned,N,2010-09-28,2005-11-21,2003-11-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-MSB5&sel_satname=CHINASAT-MSB5&plan_id=
IRIS-11B,125.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-03-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRIS-11B&sel_satname=IRIS-11B&plan_id=
CHINASAT-49,125.0,CHN ,n/a,Non-Planned,N,2005-11-01,2005-11-22,2000-11-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-49&sel_satname=CHINASAT-49&plan_id=
CHINASAT-E-125E,125.0,CHN ,CHINASAT-E34,Non-Planned,C,2022-05-06,2021-05-28,2016-05-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-125E&sel_satname=CHINASAT-E-125E&plan_id=
CHINASAT-DL6,125.0,CHN ,n/a,Non-Planned,N,2010-09-05,2017-11-07,2010-11-10,"[['P', '2020-12-31', '2022-05-06'], ['P', '2017-09-30', '2020-04-10']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-DL6&sel_satname=CHINASAT-DL6&plan_id=
CHINASAT-FSS3,125.0,CHN ,n/a,Planned,N,2010-09-28,2010-05-14,2005-11-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-FSS3&sel_satname=CHINASAT-FSS3&plan_id=plan
CHINASAT-30B1-125E,125.0,CHN ,n/a,Planned,P,n/a,n/a,2020-03-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-125E&sel_satname=CHINASAT-30B1-125E&plan_id=plan
USWASP-6,125.85,USA ,n/a,Non-Planned,C,n/a,n/a,2019-01-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USWASP-6&sel_satname=USWASP-6&plan_id=
CHINASAT-G-126E,126.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-126E&sel_satname=CHINASAT-G-126E&plan_id=
CHINASAT-F-126E,126.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-02-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-F-126E&sel_satname=CHINASAT-F-126E&plan_id=
CHINASAT-C20,126.0,CHN ,n/a,Non-Planned,N,2017-09-01,2017-06-21,2012-05-31,"[['T', '2022-05-09', 'n/a'], ['P', '2018-06-12', '2019-05-27']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-C20&sel_satname=CHINASAT-C20&plan_id=
CHINASAT-30B1-126E,126.0,CHN ,n/a,Planned,P,n/a,n/a,2020-03-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-126E&sel_satname=CHINASAT-30B1-126E&plan_id=plan
CHINASAT-30B-126E,126.0,CHN ,n/a,Planned,N,2019-05-29,2020-09-29,2012-10-12,"[['T', '2022-05-09', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-30B-126E&sel_satname=CHINASAT-30B-126E&plan_id=plan
THAISAT-126E,126.0,THA ,n/a,Non-Planned,C,n/a,n/a,2019-12-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-126E&sel_satname=THAISAT-126E&plan_id=
NUSANTARA-PS2-A,126.5,INS ,n/a,Non-Planned,C,n/a,n/a,2021-02-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS2-A&sel_satname=NUSANTARA-PS2-A&plan_id=
AST-IKAU-126.9E,126.9,F ,AST-6-126E,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-126.9E&sel_satname=AST-IKAU-126.9E&plan_id=
F-SAT-N6-127E,127.0,F ,n/a,Non-Planned,C,n/a,n/a,2017-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-127E&sel_satname=F-SAT-N6-127E&plan_id=
QZSS-GS4,127.0,J ,n/a,Non-Planned,N,2017-08-29,2016-08-29,2012-04-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS4&sel_satname=QZSS-GS4&plan_id=
F-SAT-30B-127E,127.0,F ,n/a,Planned,P,n/a,n/a,2017-05-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-127E&sel_satname=F-SAT-30B-127E&plan_id=plan
QZSS-GS-A4,127.0,J ,n/a,Non-Planned,N,2025-03-12,2022-07-21,2018-03-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS-A4&sel_satname=QZSS-GS-A4&plan_id=
MADAR-127E,127.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2019-08-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-127E&sel_satname=MADAR-127E&plan_id=
QZSS-GS-ISR4,127.0,J ,n/a,Non-Planned,N,2025-03-12,2023-02-06,2020-01-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS-ISR4&sel_satname=QZSS-GS-ISR4&plan_id=
F-SAT-N8-127E,127.0,F ,n/a,Non-Planned,C,n/a,n/a,2020-03-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-127E&sel_satname=F-SAT-N8-127E&plan_id=
S-SAT-3-127E,127.0,J ,n/a,Non-Planned,C,n/a,n/a,2020-12-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-3-127E&sel_satname=S-SAT-3-127E&plan_id=
MADAR-127E-2,127.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2021-06-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-127E-2&sel_satname=MADAR-127E-2&plan_id=
DEF-R-SAT-8C,127.0,AUS ,n/a,Non-Planned,C,n/a,n/a,2021-12-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DEF-R-SAT-8C&sel_satname=DEF-R-SAT-8C&plan_id=
F-SAT-P-30B-127E-F,127.0,F ,n/a,Planned,P,n/a,n/a,2020-09-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-127E-F&sel_satname=F-SAT-P-30B-127E-F&plan_id=plan
CHNHTSAT-127.2E,127.2,CHN ,n/a,Non-Planned,C,n/a,n/a,2021-06-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-127.2E&sel_satname=CHNHTSAT-127.2E&plan_id=
SIGNSAT-127E,127.3,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-127E&sel_satname=SIGNSAT-127E&plan_id=
IK-127.5E,127.5,RUS / IK,n/a,Non-Planned,C,n/a,n/a,2017-09-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-127.5E&sel_satname=IK-127.5E&plan_id=
INMARSAT-7-127E5,127.5,SUI ,n/a,Non-Planned,C,n/a,n/a,2017-06-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-127E5&sel_satname=INMARSAT-7-127E5&plan_id=
JCSAT-T-127.5E,127.5,J ,n/a,Non-Planned,N,2002-11-30,2009-04-28,2002-05-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-T-127.5E&sel_satname=JCSAT-T-127.5E&plan_id=
IK-127.5E-F,127.5,RUS / IK,n/a,Planned,P,n/a,n/a,2017-09-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-127.5E-F&sel_satname=IK-127.5E-F&plan_id=plan
N-SAT-Y15-128E,128.0,J ,N-SAT-Y15-126E,Non-Planned,N,2019-07-26,2019-02-08,2015-11-28,"[['P', '2021-03-15', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y15-128E&sel_satname=N-SAT-Y15-128E&plan_id=
N-SAT-Y22-128E,128.0,J ,n/a,Non-Planned,C,n/a,n/a,2022-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-128E&sel_satname=N-SAT-Y22-128E&plan_id=
RGS-S-128E,128.0,RUS ,n/a,Non-Planned,C,n/a,n/a,2019-12-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-128E&sel_satname=RGS-S-128E&plan_id=
BV-SAT-128E,128.0,RUS ,n/a,Non-Planned,N,2020-08-10,2019-12-19,2019-08-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BV-SAT-128E&sel_satname=BV-SAT-128E&plan_id=
JCSAT-3A,128.0,J ,n/a,Non-Planned,N,1995-08-29,1994-07-03,1994-01-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-3A&sel_satname=JCSAT-3A&plan_id=
N-SAT-Y12-128E,128.0,J ,n/a,Non-Planned,N,2019-02-22,2017-01-01,2012-03-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y12-128E&sel_satname=N-SAT-Y12-128E&plan_id=
N-SAT-Y18-128E,128.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-128E&sel_satname=N-SAT-Y18-128E&plan_id=
STATSIONAR-128E,128.0,RUS ,n/a,Non-Planned,N,2018-10-30,2016-12-15,2014-12-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-128E&sel_satname=STATSIONAR-128E&plan_id=
N-SAT-128,128.0,J ,n/a,Non-Planned,N,1995-08-29,1991-12-09,1991-05-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-128&sel_satname=N-SAT-128&plan_id=
JCSAT-FO-128E,128.0,J ,n/a,Non-Planned,N,2005-12-27,2005-12-27,2002-12-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JCSAT-FO-128E&sel_satname=JCSAT-FO-128E&plan_id=
TOR-6M,128.0,RUS ,n/a,Non-Planned,N,2006-09-22,2005-11-17,1997-01-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-6M&sel_satname=TOR-6M&plan_id=
STATSIONAR-D6,128.0,RUS ,n/a,Non-Planned,N,1994-06-10,1986-01-06,1985-01-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D6&sel_satname=STATSIONAR-D6&plan_id=
STATSIONAR-15,128.0,RUS ,n/a,Non-Planned,N,1984-07-01,1983-01-13,1980-12-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-15&sel_satname=STATSIONAR-15&plan_id=
GALS-10,128.0,RUS ,n/a,Non-Planned,N,1994-10-20,1986-04-01,1985-07-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GALS-10&sel_satname=GALS-10&plan_id=
VOLNA-9,128.0,RUS ,n/a,Non-Planned,N,1993-07-31,1985-11-19,1984-05-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-9&sel_satname=VOLNA-9&plan_id=
STATSIONAR-D6,128.0,RUS ,n/a,Planned,N,1994-06-10,1986-01-06,1985-01-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D6&sel_satname=STATSIONAR-D6&plan_id=plan
NFP-SAT-Y21-128E,128.0,J ,n/a,Planned,P,n/a,n/a,2021-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y21-128E&sel_satname=NFP-SAT-Y21-128E&plan_id=plan
TOR-6,128.0,RUS ,n/a,Non-Planned,N,1994-02-01,1986-08-21,1985-10-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TOR-6&sel_satname=TOR-6&plan_id=
GK2-128.2E,128.2,KOR ,GK2A-128.2E,Non-Planned,N,2018-12-21,2017-11-01,2012-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GK2-128.2E&sel_satname=GK2-128.2E&plan_id=
GEO-KOMPSAT-2-128.2E,128.2,KOR ,n/a,Non-Planned,N,2020-03-06,2019-03-13,2014-10-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GEO-KOMPSAT-2-128.2E&sel_satname=GEO-KOMPSAT-2-128.2E&plan_id=
KOREASAT-128.2A-30B,128.2,KOR ,n/a,Planned,P,n/a,n/a,2021-11-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-128.2A-30B&sel_satname=KOREASAT-128.2A-30B&plan_id=plan
KOREASAT-128.2A,128.2,KOR ,n/a,Non-Planned,C,n/a,n/a,2021-11-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-128.2A&sel_satname=KOREASAT-128.2A&plan_id=
KOREASAT-128.2E,128.2,KOR ,n/a,Non-Planned,C,n/a,n/a,2018-03-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-128.2E&sel_satname=KOREASAT-128.2E&plan_id=
COMS-128.2E,128.2,KOR ,COMS-134E,Non-Planned,N,2010-06-26,2008-02-26,2004-08-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMS-128.2E&sel_satname=COMS-128.2E&plan_id=
LAOSAT-128.5E,128.5,LAO ,n/a,Non-Planned,N,2015-11-26,2015-04-29,2008-05-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LAOSAT-128.5E&sel_satname=LAOSAT-128.5E&plan_id=
LAOSAT-FSS-128.5E,128.5,LAO ,n/a,Planned,N,2015-12-31,2021-04-08,2013-04-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LAOSAT-FSS-128.5E&sel_satname=LAOSAT-FSS-128.5E&plan_id=plan
LAOSAT-128.5E-A,128.5,LAO ,n/a,Non-Planned,N,2015-12-31,2019-05-09,2012-11-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LAOSAT-128.5E-A&sel_satname=LAOSAT-128.5E-A&plan_id=
ONETEL-128.5E,128.5,CYP ,n/a,Non-Planned,C,n/a,n/a,2022-07-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ONETEL-128.5E&sel_satname=ONETEL-128.5E&plan_id=
NUSANTARA-PS5-A,129.0,INS ,n/a,Non-Planned,C,n/a,n/a,2022-10-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS5-A&sel_satname=NUSANTARA-PS5-A&plan_id=
INSAT-NAV-GSO3(129.5E),129.5,IND ,n/a,Non-Planned,C,n/a,n/a,2020-05-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-NAV-GSO3(129.5E)&sel_satname=INSAT-NAV-GSO3(129.5E)&plan_id=
INSAT-EHFL-129.5E,129.5,IND ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-EHFL-129.5E&sel_satname=INSAT-EHFL-129.5E&plan_id=
INSAT-NAVR(129.5),129.5,IND ,n/a,Non-Planned,N,2016-05-08,2018-03-28,2011-07-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-NAVR(129.5)&sel_satname=INSAT-NAVR(129.5)&plan_id=
VTN129.5,129.5,VTN ,n/a,Non-Planned,C,n/a,n/a,2017-11-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=VTN129.5&sel_satname=VTN129.5&plan_id=
INSAT-EXC(129.5E),129.5,IND ,n/a,Planned,N,2016-05-08,2021-05-05,2016-02-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-EXC(129.5E)&sel_satname=INSAT-EXC(129.5E)&plan_id=plan
CHNSAT-M-130E,130.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-09-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNSAT-M-130E&sel_satname=CHNSAT-M-130E&plan_id=
CHNHTSAT-130E,130.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-130E&sel_satname=CHNHTSAT-130E&plan_id=
KOREASAT-130K,130.0,KOR ,n/a,Non-Planned,C,n/a,n/a,2022-09-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-130K&sel_satname=KOREASAT-130K&plan_id=
KYPROS-130E,130.0,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-130E&sel_satname=KYPROS-130E&plan_id=
GALS-M-5,130.0,RUS ,n/a,Non-Planned,C,n/a,n/a,2022-12-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GALS-M-5&sel_satname=GALS-M-5&plan_id=
SINOSAT-3C,130.0,CHN ,n/a,Non-Planned,N,2011-09-26,2005-12-09,2004-09-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SINOSAT-3C&sel_satname=SINOSAT-3C&plan_id=
CHNSAT-2-130E,130.0,CHN ,n/a,Non-Planned,N,2011-09-18,2011-09-16,2007-10-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHNSAT-2-130E&sel_satname=CHNSAT-2-130E&plan_id=
